0	0.3054775	0.2761335	1.437612	0	0.003633812	-0.02644402	-0.2604904	0.03503887	0
0.02	0.4423362	0.4127131	1.861737	0	0.0111499	0.01341525	-7.012873	-0.07183139	-1.739838
0.04	0.373224	0.3444233	1.262861	0	-0.1325149	0.01677167	-11.83413	-0.468778	-2.568708
0.06	0.26022	0.3444233	0.4492785	0	-0.2551901	0.07294838	-14.58456	-4.651984	-2.2856
0.08	0.1330752	0.2761335	-0.3640055	0	-0.3813973	0.03617033	-13.49249	-6.041297	-1.653114
0.1	0.2149989	0.3444233	-0.09126717	0	-0.4930078	-0.126149	-8.730423	-6.1329	-0.865697
0.12	0.2266573	0.2761335	-0.1539813	0	-0.6085998	-0.3957046	-3.986461	-4.896258	-1.205347
0.14	0.1337169	0.2761335	-0.7799555	0	-0.5322297	-0.337867	-3.95695	-2.056564	-1.149798
0.16	0.3240305	0.3444233	0.1101029	0	-0.5793705	-0.5006176	1.807181	0.2640465	-0.3971884
0.18	0.4451851	0.4127131	0.5636227	0	-0.5644706	-0.6275774	2.527662	-0.2245032	-1.336559
0.2	0.313023	0.3444233	-0.2732495	0	-0.4808789	-0.4939236	-1.078684	0.2640465	-1.903056
0.22	0.2960483	0.3444233	-0.4362152	0	-0.4523211	-0.39578	-0.5710967	-0.1329001	-1.027631
0.24	0.3864568	0.4127131	-0.05356658	0	-0.4300317	-0.406474	0.4971193	-0.05656421	-0.8286539
0.26	0.2330117	0.2078438	-0.8231718	0	-0.471054	-0.4990764	1.833046	0.2335122	-1.259166
0.28	0.2599513	0.2761335	-0.6689546	0	-0.4292015	-0.4669892	4.168747	-0.1329001	-0.3623164
0.3	0.2830414	0.2761335	-0.5330162	0	-0.3655747	-0.4661244	5.078798	0.05030605	-0.4234056
0.32	0.4185366	0.3444233	0.1622168	0	-0.3473153	-0.5205303	6.428115	0.2640465	-0.4878007
0.34	0.4313047	0.3444233	0.1884526	0	-0.3181103	-0.5145612	4.448963	-0.1634345	-1.249135
0.36	0.3946852	0.3444233	-0.03873917	0	-0.2901827	-0.4159541	1.920864	0.08084041	-1.344207
0.38	0.3428313	0.2761335	-0.2828147	0	-0.3394064	-0.4313741	2.284188	0.08084041	-1.162044
0.4	0.4201349	0.3444233	0.108336	0	-0.3809953	-0.4942526	3.751132	-0.1023657	-0.9214653
0.42	0.3513994	0.3444233	-0.2977406	0	-0.320789	-0.3982353	0.7412568	0.05030605	-1.389738
0.44	0.4283108	0.3444233	0.1034192	0	-0.4034387	-0.492694	3.11826	-0.01076267	-0.9844071
0.46	0.3317575	0.2761335	-0.4009671	0	-0.418037	-0.5217042	2.442634	-0.08709857	-1.473474
0.48	0.3074733	0.2761335	-0.5086426	0	-0.4185845	-0.4989554	3.436055	0.03503887	-0.9381267
0.5	0.3023804	0.2761335	-0.5136048	0	-0.3930096	-0.4913121	4.137546	0.09610759	-0.7846921
0.52	0.3234916	0.2761335	-0.3763138	0	-0.3755586	-0.5056025	4.987329	0.03503887	-0.7313435
0.54	0.3928691	0.3444233	-0.03314272	0	-0.3333188	-0.4799594	4.397138	-0.08709857	-0.8454633
0.56	0.4014392	0.3444233	-0.01314059	0	-0.3135565	-0.4483726	2.657983	0.01977169	-1.239093
0.58	0.3880609	0.3444233	-0.1037398	0	-0.3148565	-0.4032751	1.12347	0.0655728	-1.322255
0.6	0.3487653	0.2761335	-0.2797122	0	-0.3869612	-0.469123	2.017	0.00450451	-1.290727
0.62	0.3044974	0.2761335	-0.4956794	0	-0.3923818	-0.4594045	2.124524	-0.01076267	-1.135052
0.64	0.298449	0.2761335	-0.5048056	0	-0.3881532	-0.4568082	2.859808	0.01977169	-0.8919598
0.66	0.3625085	0.3444233	-0.1894288	0	-0.3553964	-0.4369373	2.729126	0.01977169	-0.8548443
0.68	0.3879545	0.3444233	-0.07973936	0	-0.3539898	-0.447476	1.952319	-0.04129703	-1.209939
0.7	0.3922716	0.3444233	-0.08245441	0	-0.3736438	-0.4528292	1.218368	0.05030605	-1.38353
0.72	0.2930292	0.2761335	-0.5907658	0	-0.3840096	-0.4213643	0.2299498	-0.01076267	-1.448535
0.74	0.3000382	0.2761335	-0.5212017	0	-0.4199643	-0.4538631	2.127592	0.03503887	-0.9095473
0.76	0.4189863	0.4127131	0.03684812	0	-0.3810079	-0.4397539	1.732961	-0.02602985	-0.9638933
0.78	0.3070008	0.2761335	-0.541433	0	-0.3969405	-0.4536504	0.358281	-0.01076267	-1.620501
0.8	0.3771827	0.3444233	-0.1831093	0	-0.431867	-0.4759887	1.918246	0.01977169	-1.02083
0.82	0.3842254	0.3444233	-0.1774206	0	-0.4444025	-0.5181669	1.59508	-0.08709857	-1.437788
