Tiempo_s	Posicion_m	Angulo_rad
0	0.0216819737106562	0.118190094828606
0.02	0.0257793553173542	0.118190094828606
0.04	0.0257793553173542	0.118190094828606
0.0600000000000001	0.0285109430551529	0.118190094828606
0.0800000000000001	0.0380714982748032	0.118190094828606
0.1	0.0483149513602257	0.118190094828606
0.12	0.0449004657566547	0.118190094828606
0.14	0.0626557841897011	0.118190094828606
0.16	0.0551439188420773	0.118190094828606
0.18	0.0715334415435791	0.118190094828606
0.2	0.0735821351408958	0.118190094828606
0.22	0.0769966170191765	0.118190094828606
0.24	0.0940690413117409	0.118190094828606
0.26	0.0981664210557938	0.118190094828606
0.28	0.102263800799847	0.118190094828606
0.3	0.117287531495094	0.118190094828606
0.32	0.117970429360867	0.118190094828606
0.34	0.144603401422501	0.118190094828606
0.36	0.141871809959412	0.118190094828606
0.38	0.152115270495415	0.118190094828606
0.4	0.169187694787979	0.118190094828606
0.42	0.171919271349907	0.118190094828606
0.44	0.187625899910927	0.118190094828606
0.46	0.190357491374016	0.118190094828606
0.48	0.21699047088623	0.118190094828606
0.5	0.234745785593987	0.118190094828606
0.52	0.234745785593987	0.118190094828606
0.54	0.24840372800827	0.118190094828606
0.56	0.263427436351776	0.118190094828606
0.58	0.283914357423782	0.118190094828606
0.6	0.294840693473816	0.118190094828606
0.62	0.315327614545822	0.118190094828606
0.64	0.331034243106842	0.118190094828606
0.66	0.344009280204773	0.118190094828606
