Tiempo_s	Posicion_m	Angulo_rad
0	0.0223648715764284	0.0719580426812172
0.02	0.0223648715764284	0.0719580426812172
0.04	0.0250964593142271	0.0719580426812172
0.06	0.0155359031632543	0.0719580426812172
0.08	0.0230477694422007	0.0719580426812172
0.1	0.0257793553173542	0.0719580426812172
0.12	0.0189503878355026	0.0719580426812172
0.14	0.0196332838386297	0.0719580426812172
0.16	0.0223648715764284	0.0719580426812172
0.18	0.0230477694422007	0.0719580426812172
0.2	0.0319254286587238	0.0719580426812172
0.22	0.042168878018856	0.0719580426812172
0.24	0.0387543961405754	0.0719580426812172
0.26	0.0442175716161728	0.0719580426812172
0.28	0.0517294369637966	0.0719580426812172
0.3	0.0769966170191765	0.0719580426812172
0.32	0.0810939967632294	0.0719580426812172
0.34	0.0974835231900215	0.0719580426812172
0.36	0.0974835231900215	0.0719580426812172
0.38	0.0981664210557938	0.0719580426812172
0.4	0.111824363470078	0.0719580426812172
0.42	0.121384918689728	0.0719580426812172
0.44	0.132311254739761	0.0719580426812172
0.46	0.141871809959412	0.0719580426812172
0.48	0.152798160910606	0.0719580426812172
0.5	0.159627139568329	0.0719580426812172
0.52	0.165090307593346	0.0719580426812172
0.54	0.181479841470718	0.0719580426812172
0.56	0.194454878568649	0.0719580426812172
0.58	0.206747010350227	0.0719580426812172
0.6	0.219722062349319	0.0719580426812172
0.62	0.228599727153778	0.0719580426812172
0.64	0.246355041861534	0.0719580426812172
0.66	0.260012984275818	0.0719580426812172
0.68	0.274353802204132	0.0719580426812172
0.7	0.294157803058624	0.0719580426812172
0.72	0.297572284936905	0.0719580426812172
0.74	0.313278913497925	0.0719580426812172
0.76	0.33649742603302	0.0719580426812172
0.78	0.348789572715759	0.0719580426812172
