Tiempo_s	Posicion_m	Angulo_rad
0	0.0257793553173542	0.123198561370373
0.02	0.0216819737106562	0.123198561370373
0.0399999999999999	0.0216819737106562	0.123198561370373
0.0599999999999999	0.0353399105370045	0.123198561370373
0.08	0.0250964593142271	0.123198561370373
0.1	0.0216819737106562	0.123198561370373
0.12	0.0196332838386297	0.123198561370373
0.14	0.0250964593142271	0.123198561370373
0.16	0.0285109430551529	0.123198561370373
0.18	0.0298767369240522	0.123198561370373
0.2	0.0285109430551529	0.123198561370373
0.22	0.0387543961405754	0.123198561370373
0.24	0.0476320534944534	0.123198561370373
0.26	0.0551439188420773	0.123198561370373
0.28	0.0612899921834469	0.123198561370373
0.3	0.0647044777870178	0.123198561370373
0.32	0.0804110988974571	0.123198561370373
0.34	0.0810939967632294	0.123198561370373
0.36	0.0940690413117409	0.123198561370373
0.38	0.107726976275444	0.123198561370373
0.4	0.108409874141216	0.123198561370373
0.42	0.121384918689728	0.123198561370373
0.44	0.13162836432457	0.123198561370373
0.46	0.141871809959412	0.123198561370373
0.48	0.152115270495415	0.123198561370373
0.5	0.158261343836784	0.123198561370373
0.52	0.161675840616226	0.123198561370373
0.54	0.178065359592438	0.123198561370373
0.56	0.2040154337883	0.123198561370373
0.58	0.215624675154686	0.123198561370373
0.6	0.234062880277634	0.123198561370373
0.62	0.231331303715706	0.123198561370373
0.64	0.255232691764832	0.123198561370373
0.66	0.268890619277954	0.123198561370373
0.68	0.277085393667221	0.123198561370373
0.7	0.294157803058624	0.123198561370373
0.72	0.313278913497925	0.123198561370373
0.74	0.338546097278595	0.123198561370373
