Tiempo_s	Posicion_m	Angulo_rad
0	0.0291938409209251	0.119224265217781
0.02	0.0285109430551529	0.119224265217781
0.04	0.0162188000977039	0.119224265217781
0.0600000000000001	0.0155359031632543	0.119224265217781
0.0800000000000001	0.0230477694422007	0.119224265217781
0.1	0.0189503878355026	0.119224265217781
0.12	0.0223648715764284	0.119224265217781
0.14	0.0155359031632543	0.119224265217781
0.16	0.0291938409209251	0.119224265217781
0.18	0.0319254286587238	0.119224265217781
0.2	0.0319254286587238	0.119224265217781
0.22	0.0414859801530838	0.119224265217781
0.24	0.0414859801530838	0.119224265217781
0.26	0.054461020976305	0.119224265217781
0.28	0.0517294369637966	0.119224265217781
0.3	0.0517294369637966	0.119224265217781
0.32	0.0606070943176746	0.119224265217781
0.34	0.0688018575310707	0.119224265217781
0.36	0.0865571722388268	0.119224265217781
0.38	0.0810939967632294	0.119224265217781
0.4	0.0906545519828796	0.119224265217781
0.42	0.0974835231900215	0.119224265217781
0.44	0.104312486946583	0.119224265217781
0.46	0.114555940032005	0.119224265217781
0.48	0.111141465604305	0.119224265217781
0.5	0.121384918689728	0.119224265217781
0.52	0.120702020823956	0.119224265217781
0.54	0.13162836432457	0.119224265217781
0.56	0.145286306738853	0.119224265217781
0.58	0.14118891954422	0.119224265217781
0.6	0.149383679032326	0.119224265217781
0.62	0.167821899056435	0.119224265217781
0.64	0.161675840616226	0.119224265217781
0.66	0.177382454276085	0.119224265217781
0.68	0.171236380934715	0.119224265217781
0.7	0.174650862812996	0.119224265217781
0.72	0.186943009495735	0.119224265217781
0.74	0.200600951910019	0.119224265217781
0.76	0.209478601813316	0.119224265217781
0.78	0.219039157032967	0.119224265217781
0.8	0.22655101120472	0.119224265217781
0.82	0.240208968520164	0.119224265217781
0.84	0.24498924612999	0.119224265217781
0.86	0.271622210741043	0.119224265217781
0.88	0.274353802204132	0.119224265217781
0.9	0.296889394521713	0.119224265217781
0.92	0.302352577447891	0.119224265217781
0.94	0.320107877254486	0.119224265217781
0.96	0.326253980398178	0.119224265217781
0.98	0.335814505815506	0.119224265217781
