Tiempo_s	Posicion_m	Angulo_rad
0	0.0353399105370045	0.0718773007392883
0.02	0.0223648715764284	0.0718773007392883
0.04	0.0223648715764284	0.0718773007392883
0.06	0.0189503878355026	0.0718773007392883
0.08	0.0162188000977039	0.0718773007392883
0.1	0.0230477694422007	0.0718773007392883
0.12	0.0285109430551529	0.0718773007392883
0.14	0.0319254286587238	0.0718773007392883
0.16	0.0353399105370045	0.0718773007392883
0.18	0.0360228084027767	0.0718773007392883
0.2	0.0360228084027767	0.0718773007392883
0.22	0.045583363622427	0.0718773007392883
0.24	0.054461020976305	0.0718773007392883
0.26	0.0612899921834469	0.0718773007392883
0.28	0.0674360617995262	0.0718773007392883
0.3	0.0749479308724403	0.0718773007392883
0.32	0.078362412750721	0.0718773007392883
0.34	0.0947519391775131	0.0718773007392883
0.36	0.0981664210557938	0.0718773007392883
0.38	0.111824363470078	0.0718773007392883
0.4	0.115238837897778	0.0718773007392883
0.42	0.128896772861481	0.0718773007392883
0.44	0.138457342982292	0.0718773007392883
0.46	0.149383679032326	0.0718773007392883
0.48	0.159627139568329	0.0718773007392883
0.5	0.165090307593346	0.0718773007392883
0.52	0.182162716984749	0.0718773007392883
0.54	0.18830880522728	0.0718773007392883
0.56	0.191040381789207	0.0718773007392883
0.58	0.212893083691597	0.0718773007392883
0.6	0.21699047088623	0.0718773007392883
0.62	0.235428676009178	0.0718773007392883
0.64	0.249769508838654	0.0718773007392883
0.66	0.277768284082413	0.0718773007392883
0.68	0.283914357423782	0.0718773007392883
0.7	0.294157803058624	0.0718773007392883
0.72	0.316010504961014	0.0718773007392883
0.74	0.328985571861267	0.0718773007392883
