Tiempo_s	Posicion_m	Angulo_rad
0	0.0257793553173542	0.0692819654941559
0.02	0.0257793553173542	0.0692819654941559
0.04	0.0223648715764284	0.0692819654941559
0.06	0.0257793553173542	0.0692819654941559
0.08	0.0155359031632543	0.0692819654941559
0.1	0.0223648715764284	0.0692819654941559
0.12	0.0257793553173542	0.0692819654941559
0.14	0.0162188000977039	0.0692819654941559
0.16	0.0291938409209251	0.0692819654941559
0.18	0.0285109430551529	0.0692819654941559
0.2	0.0380714982748032	0.0692819654941559
0.22	0.0360228084027767	0.0692819654941559
0.24	0.045583363622427	0.0692819654941559
0.26	0.0517294369637966	0.0692819654941559
0.28	0.0578755028545856	0.0692819654941559
0.3	0.0647044777870178	0.0692819654941559
0.32	0.0776795148849487	0.0692819654941559
0.34	0.0804110988974571	0.0692819654941559
0.36	0.0947519391775131	0.0692819654941559
0.38	0.0940690413117409	0.0692819654941559
0.4	0.107726976275444	0.0692819654941559
0.42	0.118653327226639	0.0692819654941559
0.44	0.13162836432457	0.0692819654941559
0.46	0.142554715275764	0.0692819654941559
0.48	0.149383679032326	0.0692819654941559
0.5	0.168504789471626	0.0692819654941559
0.52	0.162358716130257	0.0692819654941559
0.54	0.175333768129349	0.0692819654941559
0.56	0.201283842325211	0.0692819654941559
0.58	0.201283842325211	0.0692819654941559
0.6	0.221770748496056	0.0692819654941559
0.62	0.231331303715706	0.0692819654941559
0.64	0.246355041861534	0.0692819654941559
0.66	0.260695844888687	0.0692819654941559
0.68	0.275036692619324	0.0692819654941559
0.7	0.286645948886871	0.0692819654941559
0.72	0.303035467863083	0.0692819654941559
0.74	0.317376315593719	0.0692819654941559
0.76	0.339229017496109	0.0692819654941559
