0	0.4470243
0.02	0.3787346
0.04	0.4470243
0.06	0.5153141
0.08	0.4470243
0.1	0.4470243
0.12	0.4470243
0.14	0.3787346
0.16	0.4470243
0.18	0.4470243
0.2	0.3787346
0.22	0.4470243
0.24	0.3787346
0.26	0.5153141
0.28	0.3787346
0.3	0.4470243
0.32	-0.4407406
0.34	0.4470243
0.36	0.4470243
0.38	0.4470243
0.4	0.4470243
0.42	0.3787346
0.44	0.4470243
0.46	0.4470243
0.48	0.3787346
0.5	0.4470243
0.52	0.4470243
0.54	0.4470243
0.56	0.4470243
0.58	0.4470243
0.6	0.4470243
0.62	0.4470243
0.64	0.3787346
0.66	0.4470243
0.68	0.4470243
0.7	0.4470243
0.72	0.4470243
0.74	0.4470243
0.76	0.4470243
0.78	0.3787346
0.8	0.4470243
0.82	0.4470243
0.84	0.4470243
0.86	0.3787346
0.88	0.4470243
0.9	0.4470243
0.92	0.5153141
0.94	0.1738663
0.96	0.3787346
0.98	1.812819
1	2.154266
1.02	3.58835
1.04	4.954144
1.06	4.612696
1.08	5.841909
1.1	6.319938
1.12	7.344283
1.14	6.524806
1.16	8.300339
1.18	8.846656
1.2	8.573497
1.22	8.641787
1.24	7.95889
1.26	6.934545
1.28	6.593096
1.3	7.95889
1.32	6.251648
1.34	6.251648
1.36	6.524806
1.38	5.910199
1.4	5.159013
1.42	3.520061
1.44	3.110322
1.46	3.110322
1.48	1.812819
1.5	0.4470243
1.52	-0.8504791
1.54	-0.7821903
1.56	-0.8504791
1.58	-2.489431
1.6	-3.035749
1.62	-3.035749
1.64	-3.035749
1.66	-3.377197
1.68	-4.333254
1.7	-3.377197
1.72	-3.445488
1.74	-3.650356
1.76	-3.035749
1.78	-3.718647
1.8	-2.147984
1.82	-3.035749
1.84	-1.738245
1.86	-1.806536
1.88	-0.7821903
1.9	-0.7821903
1.92	-0.7821903
1.94	-0.8504791
1.96	-0.8504791
1.98	0.4470243
2	0.7201834
2.02	0.7884731
2.04	1.129922
2.06	1.812819
2.08	2.222556
2.1	2.905454
2.12	2.154266
2.14	2.905454
2.16	2.495715
2.18	2.495715
2.2	2.495715
2.22	2.427425
2.24	2.495715
2.26	2.495715
2.28	2.495715
2.3	2.495715
2.32	2.495715
2.34	2.427425
2.36	2.427425
2.38	2.495715
2.4	2.495715
2.42	2.495715
2.44	2.495715
2.46	2.427425
2.48	2.495715
2.5	2.495715
2.52	2.495715
2.54	2.495715
2.56	2.495715
2.58	2.427425
2.6	2.427425
2.62	2.495715
2.64	2.495715
2.66	2.495715
2.68	2.632295
2.7	2.495715
2.72	2.495715
2.74	2.427425
2.76	2.495715
2.78	2.495715
2.8	2.495715
2.82	2.564005
2.84	2.495715
2.86	2.495715
2.88	2.495715
2.9	2.564005
