0	-0.01084371	0.002975464	-0.0600467	0	0.01523555	0.02664469	-0.4779722	0.02862575	0
0.02	0.04803803	0.002975464	0.2575485	0	-0.04229941	-0.07142787	1.470601	-0.01717579	0.08224916
0.04	0.04964455	0.07126522	0.1998412	0	0.01885301	0.01118194	-1.247711	0.02862575	-0.323894
0.06	0.07730321	0.07126522	0.3037969	0	-0.005541026	0.01727099	-1.201815	0.05916011	-0.1478911
0.08	-0.0345888	0.002975464	-0.2918722	0	0.007868975	0.0696692	-2.460549	-0.01717579	-0.2654758
0.1	-0.02691491	0.002975464	-0.2286643	0	-0.01069781	0.05770042	-0.5280192	0.04389336	0.3705324
0.12	-0.07857299	0.002975464	-0.490957	0	0.06530301	0.1391384	-1.965324	0.07442772	0.2221663
0.14	-0.02891085	0.002975464	-0.1909768	0	0.06010965	0.1160439	-0.4150923	0.05916011	0.5586121
0.16	0.1779258	0.139555	0.8381135	0	0.02791367	-0.002295174	0.6271115	-0.001908184	0.2049579
0.18	0.03718191	0.002975464	0.07947941	0	-0.0005869493	-0.02398458	-1.89304	0.02862575	-0.8608303
0.2	0.1020848	0.07126522	0.3893085	0	-0.06552951	-0.05263754	0.12419	0.07442772	-0.01858284
0.22	0.06933655	0.07126522	0.1603027	0	-0.05652817	-0.05030957	-1.035113	-0.1087784	-0.4316365
0.24	0.01387758	0.002975464	-0.1262241	0	-0.09395881	-0.07827	0.1921303	-0.75	-0.1687514
0.26	0.02110217	0.002975464	-0.07794592	0	-0.1137065	-0.134465	1.992611	-0.8874046	0.04665966
0.28	-0.01415919	0.002975464	-0.2632814	0	-0.05941877	-0.08596663	1.146031	0.1049616	-0.08449537
0.3	0.01428496	0.002975464	-0.09247418	0	-0.05213443	-0.08916841	2.039918	0.135496	0.1438517
0.32	0.03027926	0.002975464	0.005699947	0	-0.04411851	-0.1088816	2.075582	0.02862575	-0.05646749
0.34	0.02813068	0.002975464	0.003913701	0	-0.03300632	-0.09473811	1.596021	-0.09351169	-0.148284
0.36	0.02000355	0.002975464	-0.02887047	0	-0.02251286	-0.06798156	1.136701	0.07442772	-0.1199619
0.38	0.01179881	0.002975464	-0.06044944	0	-0.01205467	-0.04223914	0.7896819	-0.03244254	-0.06254371
0.4	0.05216737	0.002975464	0.1689048	0	-0.05156924	-0.109016	2.090695	0.013359	-0.01110178
0.42	-0.07900357	-0.06531429	-0.486568	0	-0.006374435	-0.03158754	0.1261438	-0.2309159	-0.2962619
0.44	0.04008175	0.002975464	0.1693393	0	-0.04376051	-0.0868599	2.965901	0.02862575	0.4464834
0.46	0.009329094	0.002975464	-0.004757874	0	0.007640493	-0.05337148	0.5625968	-0.01717579	-0.3197645
0.48	0.01203445	0.002975464	0.01644822	0	0.008241678	-0.01047715	0.3202793	0.02862575	-0.03374082
0.5	0.03350595	0.002975464	0.1365383	0	-0.01897539	-0.05026247	0.923858	-0.841603	-0.04117748
0.52	0.04328844	0.002975464	0.1845742	0	-0.04479111	-0.09383139	1.222273	-2.017175	-0.1884713
0.54	0.05370178	0.002975464	0.2300618	0	-0.07604702	-0.1386992	1.72032	0.4713739	-0.2542272
0.56	0.02115588	0.002975464	0.03985155	0	-0.06270178	-0.1073289	0.8710311	-0.1087784	-0.3292073
0.58	0.04567424	0.002975464	0.1649728	0	-0.09264438	-0.1444694	2.06195	-0.1698476	-0.1080052
0.6	0.0243457	0.002975464	0.03630691	0	-0.07627255	-0.1316269	1.422763	-0.01717579	-0.2906721
0.62	0.09579346	0.07126522	0.3641958	0	-0.06742831	-0.1166128	1.383176	0.1660304	-0.1376687
0.64	0.06351312	0.002975464	0.1851179	0	-0.1088412	-0.1787858	1.689314	0.013359	-0.4640316
