0.98	0.1374969
1	-0.9087923
1.02	-1.193997
1.04	0.02817602
1.06	0.06799176
1.08	-1.012621
1.1	-0.8815443
1.12	0.2511476
1.14	-0.03428431
1.16	-1.082883
1.18	-0.665634
1.2	0.4230098
1.22	-0.3296075
1.24	-1.034703
1.26	-0.4935793
1.28	0.2431757
1.3	-0.4064486
1.32	-0.9951812
1.34	-0.2796822
1.36	-0.1557582
1.38	10.41036
1.4	21.5539
1.42	35.39494
1.44	33.3579
1.46	31.96497
1.48	32.09727
1.5	32.90475
1.52	33.55942
1.54	32.80809
1.56	32.22051
1.58	32.96841
1.6	33.39913
1.62	32.49117
1.64	32.30509
1.66	32.91967
1.68	33.15768
1.7	32.23127
1.72	32.30733
1.74	33.17411
1.76	32.79765
1.78	32.07584
1.8	32.30394
