0.98	-1.23178
1	-0.5700911
1.02	0.4815681
1.04	0.2753333
1.06	-0.9244251
1.08	-0.3410381
1.1	0.5206709
1.12	-0.1689162
1.14	-1.001036
1.16	0.09704467
1.18	0.7489352
1.2	-0.3778607
1.22	-1.036936
1.24	-0.03525715
1.26	0.5252163
1.28	-0.5931499
1.3	-0.9714314
1.32	0.3343402
1.34	0.1642037
1.36	-0.1310075
1.38	8.600755
1.4	19.68927
1.42	30.22443
1.44	29.64792
1.46	30.99489
1.48	32.59301
1.5	33.09328
1.52	32.11802
1.54	32.22968
1.56	33.21489
1.58	32.82891
1.6	31.84911
1.62	32.3773
1.64	32.97337
1.66	32.70547
1.68	32.11127
1.7	32.41108
1.72	33.29297
1.74	32.80656
1.76	31.7539
1.78	32.53275
1.8	33.41392
1.82	32.58134
1.84	31.75212
1.86	32.63103
1.88	33.32577
1.9	32.3799
1.92	31.66734
1.94	33.00716
1.96	33.26163
1.98	32.25693
2	32.07902
2.02	33.18811
2.04	36.65809
2.06	14.2909
2.08	2.133039
2.1	-0.1267039
2.12	-0.2414888
2.14	-1.091218
2.16	-0.2406268
2.18	0.6954205
2.2	-0.2411979
2.22	-1.09717
2.24	-0.1970806
2.26	0.661432
2.28	-0.331453
2.3	-0.8796232
2.32	0.07382079
2.34	0.8035464
2.36	-0.434695
2.38	-1.004865
2.4	-0.0117838
2.42	0.5823742
2.44	-0.7225765
2.46	-0.9458111
2.48	0.2286346
2.5	0.6067363
2.52	-0.9091306
2.54	-0.8677028
2.56	0.3723326
2.58	0.3204598
2.6	-0.8491784
2.62	-0.4687563
2.64	0.7587204
2.66	-0.1851317
2.68	-1.004114
2.7	-0.3501218
2.72	6.770826
2.74	12.14647
2.76	31.98921
2.78	34.70868
2.8	33.57383
2.82	32.38382
2.84	31.78647
2.86	32.54653
2.88	33.13741
2.9	32.58559
2.92	32.3731
2.94	32.37999
2.96	32.75552
2.98	32.14437
3	31.78609
3.02	32.77438
3.04	33.33152
3.06	32.25729
3.08	31.9267
3.1	32.93725
3.12	33.32032
3.14	32.11663
3.16	32.08073
3.18	33.07264
3.2	33.00253
3.22	31.95293
3.24	32.35937
3.26	33.13029
